0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000833e-07 -4.523345486655355074e+00
6.250000000000001570e-07 -5.654181858319194731e+00
7.500000000000002308e-07 -5.732647270115693416e+00
8.750000000000003045e-07 -5.733310880389369757e+00
1.062500000000000415e-06 -5.734031257778264390e+00
1.343750000000000263e-06 -5.734721378667220648e+00
1.765625000000000354e-06 -5.735266549246988532e+00
2.398437500000000277e-06 -5.735549104841710211e+00
3.347656250000000056e-06 -5.594791168116005409e+00
4.771484374999999725e-06 -5.390062226282442026e+00
6.771484375000000058e-06 -5.115076428996801816e+00
8.771484375000000391e-06 -4.854119632776441762e+00
1.077148437500000157e-05 -4.606476117489572530e+00
1.277148437500000275e-05 -4.371466677030644732e+00
1.477148437500000224e-05 -4.148446756477262909e+00
1.677148437500000172e-05 -3.936804684284269662e+00
1.877148437499999951e-05 -3.735959994666386397e+00
2.077148437499999731e-05 -3.545361835568229480e+00
2.277148437499999510e-05 -3.364487457855162678e+00
2.477148437499999289e-05 -3.192840781581457676e+00
2.677148437499999068e-05 -3.029951035403299464e+00
2.877148437499999186e-05 -2.875371465405257787e+00
3.077148437499999643e-05 -2.728678109798660323e+00
3.277148437499999761e-05 -2.589468636131500912e+00
3.477148437499999879e-05 -2.457361237820581135e+00
3.677148437499999997e-05 -2.331993586979448807e+00
3.877148437500000115e-05 -2.213021840670187590e+00
4.077148437500000233e-05 -2.100119697853365608e+00
4.277148437500000351e-05 -1.992977504449773729e+00
4.477148437500000469e-05 -1.891301404059385849e+00
4.677148437500000587e-05 -1.794812532008266182e+00
4.877148437500000705e-05 -1.703246250512890025e+00
5.077148437500000823e-05 -1.616351422864291454e+00
5.277148437500000941e-05 -1.533889724641227748e+00
5.477148437500001059e-05 -1.455634990063345402e+00
5.677148437500001177e-05 -1.381372591691570006e+00
5.877148437500001295e-05 -1.310898851774402463e+00
6.077148437500001413e-05 -1.244020483625706497e+00
6.277148437500001531e-05 -1.180554061501818186e+00
6.477148437500002327e-05 -1.120325517524009218e+00
6.677148437500003122e-05 -1.063169664266583769e+00
6.877148437500003918e-05 -1.008929741701164007e+00
7.077148437500004714e-05 -9.574569872546062621e-01
7.277148437500005509e-05 -9.086102278013661326e-01
7.477148437500006305e-05 -8.622554924712404478e-01
7.677148437500007101e-05 -8.182656452105849798e-01
7.877148437500007896e-05 -7.765200360892180464e-01
8.077148437500008692e-05 -7.369041703966701107e-01
8.277148437500009487e-05 -6.993093946201962563e-01
8.477148437500010283e-05 -6.636325984433248948e-01
8.677148437500011079e-05 -6.297759319475919604e-01
8.877148437500011874e-05 -5.976465372418393596e-01
9.077148437500012670e-05 -5.671562937830481044e-01
9.277148437500013466e-05 -5.382215766901690124e-01
9.477148437500014261e-05 -5.107630273881137439e-01
9.677148437500015057e-05 -4.847053359528319394e-01
9.877148437500015853e-05 -4.599770345605369570e-01
1.007714843750001665e-04 -4.365103014745759236e-01
1.027714843750001744e-04 -4.142407750323187643e-01
1.047714843750001824e-04 -3.931073771219378843e-01
1.067714843750001904e-04 -3.730521456648776546e-01
1.087714843750001983e-04 -3.540200756446283403e-01
1.107714843750002063e-04 -3.359589682457303494e-01
1.127714843750002142e-04 -3.188192876893087835e-01
1.147714843750002222e-04 -3.025540253724422479e-01
1.167714843750002301e-04 -2.871185709387616969e-01
1.187714843750002381e-04 -2.724705899266670617e-01
1.207714843750002460e-04 -2.585699076598152457e-01
1.227714843750002404e-04 -2.453783990600433840e-01
1.247714843750002349e-04 -2.328598840839641859e-01
1.267714843750002293e-04 -2.209800284919428703e-01
1.287714843750002237e-04 -2.097062496805691678e-01
1.307714843750002181e-04 -1.990076273191008771e-01
1.327714843750002125e-04 -1.888548185450081851e-01
